id;name;ligne;terminus;lat;long;links
254;Jacques Bonsergent;5;0;48.870809979100045;2.3610274669173723;"206;197"
87;Jaurès;5;0;48.883147450469046;2.3710014407518485;"93;273"
93;Laumière;5;0;48.88521618117385;2.3796630774804663;"97;87"
357;Oberkampf;5;0;48.8646578786917;2.368410025658025;"197;110"
97;Ourcq;5;0;48.88713486815581;2.386960017135178;"108;93"
269;Place d'Italie;5;1;48.83097267206749;2.3555802740779117;331
108;Porte de Pantin;5;0;48.88850368694109;2.392113697756401;"57;97"
305;Quai de la Rapée;5;0;48.84651540327256;2.3658734694065666;"157;65"
110;Richard Lenoir;5;0;48.859873623449786;2.3719139800899973;"357;318"
197;République;5;0;48.867384471961984;2.364264950425284;"254;357"
369;Saint-Marcel;5;0;48.83842729604672;2.3609671676988557;"65;331"
273;Stalingrad;5;0;48.88442088544256;2.365893819935268;"87;150"
161;Église de Pantin;5;0;48.89325758905316;2.41331313951059;"294;57"
325;Bel-Air;6;0;48.84133825001671;2.4009185381216;"328;32"
309;Bercy;6;0;48.84038874717503;2.3799112714543984;"42;159"
234;Bir-Hakeim;6;0;48.85394260619223;2.2893345327665418;"352;77"
319;Boissière;6;0;48.86698310943603;2.2900588349313558;"209;119"
79;Cambronne;6;0;48.84750708018464;2.30296829919196;"348;361"
314;Charles De Gaulle-Étoile;6;1;48.874748649759134;2.2955602562131467;209
165;Chevaleret;6;0;48.834947721427184;2.368126329061812;"266;42"
73;Corvisart;6;0;48.82979051277208;2.350414872010464;"337;356"
328;Daumesnil;6;0;48.83954964464782;2.395703289436393;"159;325"
146;Denfert-Rochereau;6;0;48.83429297955232;2.33285230996089;"195;285"
159;Dugommier;6;0;48.839041142779216;2.389620011336724;"309;328"
77;Dupleix;6;0;48.85043454810869;2.2936124399131885;"234;348"
66;Edgar Quinet;6;0;48.8406632283787;2.3263846107928465;"123;195"
337;Glacière;6;0;48.83112954710577;2.3435116577497763;"285;73"
209;Kléber;6;0;48.87164976822275;2.2935242903418205;"314;319"
348;La Motte Picquet-Grenelle;6;0;48.84874166479698;2.2989309117480614;"77;79"
123;Montparnasse-Bienvenüe;6;0;48.84210220628776;2.3212785627446277;"265;66"
154;Nation;6;1;48.84737487780852;2.39546199483274;32
266;Nationale;6;0;48.833216718788975;2.3628563995190115;"356;165"
352;Passy;6;0;48.85744869005429;2.28581244413408;"119;234"
265;Pasteur;6;0;48.84267681905504;2.312812773474409;"361;123"
32;Picpus;6;0;48.845061579024055;2.401289019827348;"325;154"
356;Place d'Italie;6;0;48.83092724007963;2.356121938797104;"73;266"
42;Quai de la Gare;6;0;48.83704511832346;2.3728257218287863;"165;309"
195;Raspail;6;0;48.838964279789714;2.3307541920862165;"66;146"
285;Saint-Jacques;6;0;48.8329008156236;2.337135190607983;"146;337"
361;Sèvres-Lecourbe;6;0;48.84562696581848;2.309531490098375;"79;265"
119;Trocadéro;6;0;48.86361093672488;2.287580162529652;"319;352"
50;Bercy;14;0;48.84000138862727;2.379554011203435;"149;241"
308;Bibliothèque François Mitterrand;14;0;48.829990280762686;2.375748144341913;"241;141"
18;Châtelet;14;0;48.85770881876768;2.347944311105259;"194;149"
241;Cour Saint-Émilion;14;0;48.8333385583308;2.386632402066985;"50;308"
149;Gare de Lyon;14;0;48.84398558109668;2.3730142199400954;"18;50"
30;Madeleine;14;0;48.87066701997716;2.325752635286725;"228;194"
67;Mairie de Saint-Ouen;14;1;48.91311992183441;2.3345718188870426;231
141;Olympiades;14;1;48.82727083511831;2.368032647756258;308
386;Pont Cardinet;14;0;48.88956082739463;2.315176897304785;"225;228"
225;Porte de Clichy;14;0;48.8949808098046;2.312791961501292;"231;386"
194;Pyramides;14;0;48.86590673867336;2.33418954196825;"30;18"
228;Saint-Lazare;14;0;48.87576459309949;2.324256032653556;"386;30"
